0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Arbab Niaz Stadium,1,1,0,0,0,0,12,12,12.00,36.36,0,0
Bugti Stadium,1,1,0,0,0,0,11,11,11.00,78.57,0,0
"Cricket, Skating & Curling Club",4,4,0,0,0,1,41,53,13.25,41.73,0,0
Gaddafi Stadium,1,0,0,0,0,0,0,0,,,0,0
National Stadium (Karachi),1,0,0,0,0,0,0,0,,,0,0
Niaz Stadium,1,1,0,0,0,0,5,5,5.00,22.73,1,0
Sharjah Cricket Stadium,6,5,0,0,1,0,77,115,23.00,53.74,0,0
Sheikhupura Stadium,1,1,0,0,0,0,46,46,46.00,65.71,0,0
Overall (8),16,13,0,0,1,1,77,242,18.62,50.42,1,0
