0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Albion Sports Complex,10.0,0,63,0,0,0/63,,,6.30
AMI Stadium,7.0,0,39,0,0,0/39,,,4.18
Ayub National Stadium,8.0,0,14,0,0,0/14,,,1.75
Eden Park,7.0,0,45,1,0,1/45,45.00,56.00,4.82
Edgbaston,12.0,3,30,0,0,0/30,,,2.50
Headingley,35.0,4,121,1,0,1/58,121.00,210.00,3.46
Lord's,12.0,0,41,0,0,0/41,,,3.42
Old Trafford,24.0,0,83,0,0,0/39,,,3.46
Queen's Park (Old),8.0,0,24,1,0,1/24,24.00,48.00,3.00
Queen's Park Oval,9.0,0,48,0,0,0/48,,,5.33
Zafar Ali (Sahiwal) Stadium,8.0,0,34,2,0,2/34,17.00,24.00,4.25
Overall (11),140.0,7,542,5,0,2/34,108.40,173.60,3.75
