0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Bayuemas Oval,5.0,0,29,0,0,0/29,,,5.80
Bulawayo Athletic Club,8.0,0,38,1,0,1/38,38.00,48.00,4.75
Cambusdoon New Ground,18.0,4,82,4,0,3/69,20.50,27.00,4.56
Castle Avenue,8.0,2,20,3,0,3/20,6.67,16.00,2.50
Civil Service Cricket Club,6.0,0,48,0,0,0/48,,,8.00
Grange Cricket Club,5.0,0,30,2,0,2/30,15.00,15.00,6.00
Gymkhana Club Ground,18.0,2,71,0,0,0/9,,,3.94
Hazelaarweg,15.5,5,58,3,0,2/19,19.33,31.67,3.66
ICC Global Cricket Academy,24.0,0,108,0,0,0/30,,,4.50
Khan Shaheb Osman Ali Stadium,17.0,1,81,2,0,2/39,40.50,51.00,4.76
Kinrara Academy Oval,9.0,0,32,1,0,1/32,32.00,54.00,3.56
Manuka Oval,7.0,1,20,2,0,2/20,10.00,21.00,2.86
McLean Park,10.0,2,45,1,0,1/45,45.00,60.00,4.50
Queens Sports Club,33.4,3,138,1,0,1/32,138.00,202.00,4.10
Rajiv Gandhi International Cricket Stadium,8.0,0,46,0,0,0/46,,,5.75
Sharjah Cricket Stadium,53.0,5,310,6,0,2/16,51.67,53.00,5.85
Shere Bangla National Stadium,15.0,1,71,1,0,1/46,71.00,90.00,4.73
Sportpark Westvliet,8.0,0,46,2,0,2/46,23.00,24.00,5.75
Sydney Cricket Ground,4.0,0,25,0,0,0/25,,,6.25
University Oval,20.0,2,86,5,1,4/38,17.20,24.00,4.30
VRA Ground,28.0,6,116,7,1,4/24,16.57,24.00,4.14
WACA Ground,10.0,0,89,2,0,2/89,44.50,30.00,8.90
Overall (22),330.3,34,1589,43,2,4/24,36.95,46.12,4.81
