0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Aga Khan Sports Club Ground,13.2,2,47,1,0,1/16,47.00,80.00,3.53
Asgiriya Stadium,9.0,0,74,0,0,0/74,,,8.22
Bangabandhu National Stadium,28.0,0,129,2,0,2/47,64.50,84.00,4.61
Barabati Stadium,9.5,1,39,1,0,1/39,39.00,59.00,3.97
Boland Park,7.0,0,44,0,0,0/44,,,6.29
Captain Roop Singh Stadium,4.1,0,14,3,0,3/14,4.67,8.33,3.36
County Ground (Bristol),8.0,0,59,0,0,0/59,,,7.38
County Ground (Southampton),2.0,0,18,0,0,0/18,,,9.00
Diamond Oval,19.0,3,103,2,0,2/62,51.50,57.00,5.42
Eden Gardens,2.0,0,15,0,0,0/15,,,7.50
Gymkhana Club Ground,113.3,5,519,12,0,3/51,43.25,56.75,4.57
Indira Priyadarshini Stadium,4.0,0,35,0,0,0/35,,,8.75
Kwekwe Sports Club,9.0,0,73,1,0,1/73,73.00,54.00,8.11
Lal Bahadur Shastri Stadium,9.0,0,42,1,0,1/42,42.00,54.00,4.67
M Chinnaswamy Stadium,6.0,0,38,0,0,0/38,,,6.33
MA Chidambaram Stadium,6.0,0,30,0,0,0/30,,,5.00
Moin-ul-Haq Stadium,10.0,2,24,2,0,2/24,12.00,30.00,2.40
Nehru Stadium (Pune),10.0,3,15,3,0,3/15,5.00,20.00,1.50
Newlands,12.0,0,66,2,0,2/41,33.00,36.00,5.50
R Premadasa Stadium,10.0,0,52,1,0,1/52,52.00,60.00,5.20
Senwes Park,2.0,0,21,0,0,0/21,,,10.50
Sharjah Cricket Stadium,26.0,1,141,0,0,0/35,,,5.42
Simba Union Ground,9.0,0,59,0,0,0/59,,,6.56
Sinhalese Sports Club Ground,10.0,1,21,1,0,1/21,21.00,60.00,2.10
St Lawrence Ground,6.0,1,23,0,0,0/23,,,3.83
The Cooper Associates County Ground,7.0,1,39,2,0,2/39,19.50,21.00,5.57
VRA Ground,7.0,1,15,1,0,1/15,15.00,42.00,2.14
Wanderers Stadium,10.0,0,38,4,1,4/38,9.50,15.00,3.80
Willowmoore Park,4.0,0,14,0,0,0/14,,,3.50
Overall (29),372.5,21,1807,39,1,4/38,46.33,57.36,4.85
