0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,12.0,0,71,4,1,4/21,17.75,18.00,5.92
Arnos Vale Ground,5.0,0,28,0,0,,,,5.60
Bellerive Oval,10.0,0,40,0,0,,,,4.00
Brisbane Cricket Ground,8.0,0,43,4,1,4/43,10.75,12.00,5.38
Grange Cricket Club,2.0,0,6,1,0,1/6,6.00,12.00,3.00
Kennington Oval,3.0,0,17,0,0,0/17,,,5.67
Mahinda Rajapaksha International Cricket Stadium,10.0,0,49,1,0,1/15,49.00,60.00,4.90
Marrara Cricket Ground,4.5,0,16,1,0,1/16,16.00,29.00,3.31
Melbourne Cricket Ground,19.0,0,121,2,0,2/42,60.50,57.00,6.37
Newlands,4.0,0,25,0,0,0/25,,,6.25
Pallekele International Cricket Stadium,2.0,0,12,1,0,1/12,12.00,12.00,6.00
R Premadasa Stadium,1.0,0,5,0,0,,,,5.00
Riverside Ground,8.5,0,48,0,0,0/48,,,5.43
Sardar Patel Stadium,9.0,1,31,2,0,1/12,15.50,27.00,3.44
Sharjah Cricket Stadium,6.0,0,31,0,0,0/8,,,5.17
Sheikh Zayed Stadium,2.0,0,6,0,0,,,,3.00
Sydney Cricket Ground,12.0,0,65,2,0,1/9,32.50,36.00,5.42
WACA Ground,12.0,0,60,0,0,,,,5.00
Wanderers Stadium,1.0,0,4,0,0,0/4,,,4.00
Warner Park,2.0,0,20,0,0,,,,10.00
Overall (20),133.4,1,698,18,2,4/21,38.78,44.56,5.22
