0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
AMI Stadium,8.0,0,48,1,0,1/48,48.00,48.00,6.00
Eden Park,8.0,0,40,0,0,0/40,,,5.00
Harare Sports Club,19.0,0,89,5,1,4/53,17.80,22.80,4.68
M Chinnaswamy Stadium,7.0,0,63,2,0,2/63,31.50,21.00,9.00
McLean Park,18.0,1,85,2,0,2/40,42.50,54.00,4.72
Nehru Stadium (Guwahati),10.0,1,62,4,1,4/62,15.50,15.00,6.20
Queens Sports Club,9.0,0,77,2,0,2/77,38.50,27.00,8.56
R Premadasa Stadium,9.5,1,37,1,0,1/37,37.00,59.00,3.76
Rangiri Dambulla International Stadium,18.0,1,68,2,0,1/11,34.00,54.00,3.78
Reliance Stadium,6.3,0,42,0,0,0/42,,,6.46
Sawai Mansingh Stadium,7.0,0,59,1,0,1/59,59.00,42.00,8.43
Shere Bangla National Stadium,24.0,0,113,5,0,2/34,22.60,28.80,4.71
University Oval,10.0,3,17,2,0,2/17,8.50,30.00,1.70
Overall (13),154.2,7,800,27,2,4/53,29.63,34.30,5.18
