0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,33.0,2,161,3,0,2/57,53.67,66.00,4.88
Arun Jaitley Stadium,10.0,0,29,0,0,0/29,,,2.90
Bellerive Oval,15.0,1,50,0,0,0/16,,,3.33
Brisbane Cricket Ground,10.0,0,47,1,0,1/47,47.00,60.00,4.70
Carisbrook,10.0,0,44,0,0,0/44,,,4.40
Eden Park,10.0,0,41,1,0,1/41,41.00,60.00,4.10
Green Park,2.0,0,13,0,0,0/13,,,6.50
"KD Singh ""Babu"" Stadium",10.0,2,31,1,0,1/31,31.00,60.00,3.10
Madhavrao Scindia Cricket Ground,10.0,0,30,2,0,2/30,15.00,30.00,3.00
McLean Park,10.0,1,36,2,0,2/36,18.00,30.00,3.60
Melbourne Cricket Ground,20.0,0,71,0,0,0/29,,,3.55
Nehru Stadium (Guwahati),3.0,1,14,0,0,0/14,,,4.67
Nehru Stadium (Margao),7.0,0,30,0,0,0/30,,,4.29
R Premadasa Stadium,10.0,0,47,1,0,1/47,47.00,60.00,4.70
Sardar Patel Stadium,10.0,0,39,0,0,0/39,,,3.90
Sharjah Cricket Stadium,49.0,0,267,6,0,3/38,44.50,49.00,5.45
Sydney Cricket Ground,10.0,1,17,0,0,0/17,,,1.70
Overall (17),229.0,8,967,17,0,3/38,56.88,80.82,4.22
