0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,20.0,1,94,2,0,1/37,47.00,60.00,4.70
Overall,20.0,1,94,2,0,1/37,47.00,60.00,4.70
