0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
West Indies,19.0,2,92,4,0,3/32,23.00,28.50,4.84
Overall (1),19.0,2,92,4,0,3/32,23.00,28.50,4.84
