0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,1,1,0,0,0,0,1,1,1.00,50.00,0,0
Bangladesh,1,1,0,0,0,0,31,31,31.00,44.29,0,0
Canada,1,1,0,0,0,0,35,35,35.00,85.37,1,0
England,2,2,0,0,0,1,22,22,11.00,73.33,0,0
Netherlands,2,2,0,0,0,0,8,12,6.00,28.57,1,0
New Zealand,1,1,0,0,0,0,1,1,1.00,20.00,0,0
Pakistan,1,1,0,0,0,0,3,3,3.00,23.08,1,0
Scotland,2,2,0,1,0,0,116,120,60.00,83.33,2,0
South Africa,1,1,0,0,0,1,0,0,0.00,,0,0
Sri Lanka,1,1,0,0,0,0,20,20,20.00,68.97,0,0
West Indies,1,1,0,0,0,0,41,41,41.00,56.94,0,0
Zimbabwe,1,1,1,1,0,0,115*,115,,83.94,1,0
Overall (12),15,15,1,2,0,2,116,401,28.64,67.51,6,0
