0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,2,2,0,0,0,1,42,42,21.00,102.44,0,0
England and Wales,5,5,0,0,1,0,87,197,39.40,105.91,7,0
South Africa,1,1,0,0,0,0,5,5,5.00,125.00,1,0
,,,,,,,,,,,,
