0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Arbab Niaz Stadium,1,1,0,0,1,0,64,64,64.00,78.05,0,0
Boland Park,1,1,0,0,0,0,7,7,7.00,100.00,0,0
Buffalo Park,1,1,0,0,0,1,0,0,0.00,,0,0
Gaddafi Stadium,2,2,0,0,0,0,33,59,29.50,54.63,0,0
Mangaung Oval,1,1,1,1,0,0,134*,134,,103.88,0,0
Rawalpindi Cricket Stadium,1,1,0,0,0,0,9,9,9.00,37.50,0,0
Reliance Stadium,1,1,1,0,0,0,36*,36,,66.67,0,0
Senwes Park,1,1,0,0,0,0,13,13,13.00,59.09,0,0
Overall (8),9,9,2,1,1,1,134*,322,46.00,75.23,0,0
