0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Bay Oval,10.0,1,37,4,1,4/37,9.25,15.00,3.70
Bert Sutcliffe Oval,1.0,0,9,0,0,0/9,,,9.00
VRA Ground,31.0,3,121,6,0,3/23,20.17,31.00,3.90
Overall (3),42.0,4,167,10,1,4/37,16.70,25.20,3.98
