0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Arbab Niaz Stadium,2.0,0,14,0,0,0/14,,,7.00
Bangabandhu National Stadium,8.4,0,60,2,0,1/7,30.00,26.00,6.92
Buffalo Park,9.0,0,43,1,0,1/43,43.00,54.00,4.78
Gymkhana Club Ground,37.5,0,175,10,0,3/30,17.50,22.70,4.63
Iqbal Stadium,4.0,0,17,0,0,0/17,,,4.25
Keenan Stadium,10.0,2,44,1,0,1/44,44.00,60.00,4.40
Kingsmead,10.0,0,40,0,0,0/40,,,4.00
Lal Bahadur Shastri Stadium,9.0,1,41,2,0,2/41,20.50,27.00,4.56
Nairobi Club Ground,7.0,0,39,1,0,1/39,39.00,42.00,5.57
National Stadium (Karachi),4.0,0,17,0,0,0/17,,,4.25
Nehru Stadium (Indore),10.0,0,39,1,0,1/39,39.00,60.00,3.90
Nehru Stadium (Kochi),5.0,0,37,0,0,0/37,,,7.40
Newlands,10.0,0,42,1,0,1/42,42.00,60.00,4.20
Sawai Mansingh Stadium,4.0,0,32,0,0,0/32,,,8.00
Sharjah Cricket Stadium,27.0,0,135,2,0,1/20,67.50,81.00,5.00
SuperSport Park,10.0,0,58,0,0,0/21,,,5.80
Vidarbha Cricket Association Ground,10.0,1,69,1,0,1/69,69.00,60.00,6.90
Wanderers Stadium,20.0,1,74,2,0,2/37,37.00,60.00,3.70
Wankhede Stadium,6.0,0,35,1,0,1/35,35.00,36.00,5.83
Overall (19),203.3,5,1011,25,0,3/30,40.44,48.84,4.97
