0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,90.3,5,402,12,0,2/11,33.50,47.25,4.25
Second,58.1,5,217,7,1,4/45,31.00,49.86,3.73
Overall,148.4,10,619,19,1,4/45,32.58,48.21,4.05
