0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,49.1,4,200,6,0,2/11,33.33,51.50,3.88
East Africa,10.0,1,18,2,0,2/18,9.00,30.00,1.80
India,29.0,1,116,3,0,2/27,38.67,58.00,4.00
New Zealand,26.5,2,105,5,1,4/45,21.00,34.20,3.68
Pakistan,4.5,0,40,0,0,,,,8.28
West Indies,28.5,2,140,3,0,2/31,46.67,57.67,4.86
Overall (6),148.4,10,619,19,1,4/45,32.58,48.21,4.05
