0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,0.1,0,4,0,0,,,,24.00
England,1.0,0,9,0,0,,,,9.00
India,4.5,0,27,1,0,1/19,27.00,29.00,5.59
Ireland,9.0,0,42,2,0,2/42,21.00,27.00,4.67
Kenya,10.1,0,47,2,0,2/9,23.50,30.50,4.62
New Zealand,7.5,1,48,3,0,3/26,16.00,15.67,6.13
Pakistan,2.0,0,26,0,0,,,,13.00
South Africa,10.0,0,57,0,0,,,,5.70
Sri Lanka,17.3,0,100,2,0,1/2,50.00,52.50,5.71
West Indies,16.0,0,122,2,0,2/71,61.00,48.00,7.63
Zimbabwe,37.4,3,179,6,0,2/28,29.83,37.67,4.75
Overall (11),116.1,4,661,18,0,3/26,36.72,38.72,5.69
