0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,10.0,1,31,1,0,1/31,31.00,60.00,3.10
Bellerive Oval,9.0,0,51,0,0,0/51,,,5.67
Brisbane Cricket Ground,10.0,2,36,4,1,4/36,9.00,15.00,3.60
County Ground (Bristol),10.0,0,69,1,0,1/69,69.00,60.00,6.90
Edgbaston,10.0,1,25,1,0,1/25,25.00,60.00,2.50
Headingley,10.0,1,63,1,0,1/63,63.00,60.00,6.30
Kennington Oval,10.0,0,32,3,0,3/32,10.67,20.00,3.20
Lord's,8.0,4,11,2,0,2/11,5.50,24.00,1.38
Melbourne Cricket Ground,8.2,1,43,0,0,0/43,,,5.16
Sardar Patel Stadium,10.0,1,35,1,0,1/35,35.00,60.00,3.50
The Rose Bowl,9.0,0,32,2,0,2/32,16.00,27.00,3.56
Trent Bridge,15.0,2,72,2,0,2/49,36.00,45.00,4.80
Overall (12),119.2,13,500,18,1,4/36,27.78,39.78,4.19
