0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Iqbal Stadium,1,1,0,0,0,0,19,19,19.00,45.24,0,0
Sheikh Zayed Stadium,3,3,0,0,1,0,64,128,42.67,70.72,1,0
WACA Ground,1,1,0,0,0,1,0,0,0.00,,0,0
Overall (3),5,5,0,0,1,1,64,147,29.40,64.47,1,0
