0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,33.0,0,246,3,0,1/34,82.00,66.00,7.45
Bangladesh,35.2,2,137,8,0,3/17,17.13,26.50,3.88
England,28.0,2,133,3,0,2/46,44.33,56.00,4.75
India,71.3,3,382,6,0,2/43,63.67,71.50,5.34
Ireland,7.0,0,41,3,0,3/41,13.67,14.00,5.86
Kenya,24.3,0,90,6,1,4/21,15.00,24.50,3.67
Netherlands,6.0,0,22,1,0,1/22,22.00,36.00,3.67
New Zealand,54.5,5,281,9,0,3/35,31.22,36.56,5.12
Pakistan,81.5,4,422,15,0,3/20,28.13,32.73,5.16
Scotland,10.0,1,48,2,0,2/48,24.00,30.00,4.80
Sri Lanka,47.0,1,229,11,1,5/39,20.82,25.64,4.87
West Indies,105.3,6,564,23,1,5/62,24.52,27.52,5.35
Zimbabwe,77.0,4,367,10,0,3/36,36.70,46.20,4.77
Overall (13),581.3,28,2962,100,3,5/39,29.62,34.89,5.09
