0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,3,2,1,0,0,0,12*,16,16.00,133.33,0,0
Bellerive Oval,2,0,0,0,0,0,0,0,,,0,0
Brisbane Cricket Ground,2,0,0,0,0,0,0,0,,,0,0
Melbourne Cricket Ground,4,4,1,0,0,0,6,17,5.67,73.91,0,0
Sydney Cricket Ground,4,3,1,0,0,0,4*,6,3.00,30.00,1,0
WACA Ground,2,2,0,0,0,0,2,3,1.50,25.00,0,0
,,,,,,,,,,,,
