0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Brisbane Cricket Ground,10.0,0,64,1,0,1/64,64.00,60.00,6.40
Kensington Oval,10.0,0,69,2,0,2/69,34.50,30.00,6.90
Melbourne Cricket Ground,9.0,0,63,0,0,0/63,,,7.00
Newlands,10.0,0,68,2,0,2/68,34.00,30.00,6.80
Pallekele International Cricket Stadium,6.2,0,28,1,0,1/28,28.00,38.00,4.42
Rangiri Dambulla International Stadium,10.0,1,36,1,0,1/36,36.00,60.00,3.60
Seddon Park,9.0,0,59,2,0,2/59,29.50,27.00,6.56
St George's Park,10.0,2,36,0,0,0/36,,,3.60
SuperSport Park,7.0,0,67,3,0,3/67,22.33,14.00,9.57
Sydney Cricket Ground,10.0,0,58,0,0,0/58,,,5.80
WACA Ground,10.0,0,74,0,0,0/74,,,7.40
Westpac Stadium,10.0,0,61,2,0,2/61,30.50,30.00,6.10
Willowmoore Park,8.0,0,42,2,0,2/42,21.00,24.00,5.25
Overall (13),119.2,3,725,16,0,3/67,45.31,44.75,6.08
