0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Castle Avenue,1.0,0,7,0,0,0/7,,,7.00
Sheikh Zayed Stadium,1.0,0,10,0,0,,,,10.00
Overall (2),2.0,0,17,0,0,0/0,,,8.50
