0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Afghanistan,1,1,0,0,1,0,75,75,75.00,69.44,3,0
Bangladesh,1,0,0,0,0,0,0,0,,,1,0
England,17,15,2,0,2,3,71*,302,23.23,89.35,17,2
India,13,11,1,0,2,1,67,260,26.00,87.25,18,0
Ireland,3,1,1,0,0,0,2*,2,,,4,0
New Zealand,8,7,0,0,0,0,38,148,21.14,82.22,6,0
Pakistan,8,7,1,1,0,0,100*,187,31.17,74.50,11,1
Scotland,1,0,0,0,0,0,0,0,,,1,0
South Africa,13,12,2,0,2,0,52,257,25.70,91.46,14,0
Sri Lanka,16,16,1,0,2,0,76,405,27.00,75.56,17,2
West Indies,13,10,3,0,1,1,57*,141,20.14,82.94,16,4
Overall (11),94,80,11,1,10,5,100*,1777,25.75,82.12,108,9
