0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,Progressive,Progressive,Progressive,Progressive
,,,,,,,,,,,
,Date,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1.0,21/09/2002,Pakistan,Sinhalese Sports Club Ground,Imran Nazir (c B Zuiderent),2.0,1/23,,12.00,11.50,1,23.00
2.0,12/02/2003,India,Boland Park,V Sehwag (c B Zuiderent),10.0,1/40,,36.00,5.25,2,31.50
3.0,16/02/2003,England,Buffalo Park,,1.2,0/14,,40.00,5.78,,38.50
4.0,20/02/2003,Australia,Senwes Park,,7.0,0/32,,61.00,5.36,,54.50
5.0,28/02/2003,Zimbabwe,Queens Sports Club,G J Whittall (c B Zuiderent),10.0,2/40,,45.50,4.91,3,37.25
,,,,M A Vermeulen (b),,,,,,4,
6.0,03/03/2003,Namibia,Mangaung Oval,A J Burger (c sub),10.0,4/42,,30.25,4.74,5,23.88
,,,,D Keulder (b),,,,,,6,
,,,,L J Burger (b),,,,,,7,
,,,,G Synman (c T B M de Leede),,,,,,8,
