0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Bangladesh,10.0,0,74,0,0,0/74,,,7.40
Sri Lanka,7.0,0,31,1,0,1/5,31.00,42.00,4.43
Overall (2),17.0,0,105,1,0,1/5,105.00,102.00,6.18
