0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Edgbaston,15.0,1,80,1,0,1/51,80.00,90.00,5.33
Headingley,5.0,0,20,0,0,0/20,,,4.00
Overall (2),20.0,1,100,1,0,1/51,100.00,120.00,5.00
