0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Bangabandhu National Stadium,4.0,0,47,0,0,0/47,,,11.75
Captain Roop Singh Stadium,6.0,1,19,1,0,1/19,19.00,36.00,3.17
County Ground (Bristol),7.0,0,66,0,0,0/66,,,9.43
County Ground (Southampton),10.0,0,50,2,0,2/50,25.00,30.00,5.00
Diamond Oval,7.0,0,53,2,0,2/53,26.50,21.00,7.57
Eden Gardens,6.0,0,37,1,0,1/37,37.00,36.00,6.17
Gymkhana Club Ground,26.0,2,126,3,0,1/21,42.00,52.00,4.85
Kwekwe Sports Club,4.0,0,34,0,0,0/34,,,8.50
Queens Sports Club,2.0,0,21,0,0,0/21,,,10.50
Sharjah Cricket Stadium,8.0,0,52,1,0,1/52,52.00,48.00,6.50
St George's Park,10.0,4,30,3,0,3/30,10.00,20.00,3.00
VRA Ground,8.0,1,34,1,0,1/34,34.00,48.00,4.25
Overall (12),98.0,8,569,14,0,3/30,40.64,42.00,5.81
