0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Barabati Stadium,5.0,0,32,0,0,0/32,,,6.40
Bay Oval,5.0,0,16,0,0,0/16,,,3.20
County Ground (Bristol),30.0,0,209,4,0,1/34,52.25,45.00,6.97
Dubai International Cricket Stadium,6.0,0,34,2,0,2/34,17.00,18.00,5.67
Eden Gardens,2.0,0,8,1,0,1/8,8.00,12.00,4.00
Edgbaston,10.0,0,65,1,0,1/65,65.00,60.00,6.50
Grange Cricket Club,10.0,0,72,0,0,0/72,,,7.20
Headingley,35.0,2,188,7,0,3/40,26.86,30.00,5.37
Kennington Oval,16.0,0,99,3,0,2/58,33.00,32.00,6.19
Lord's,17.5,0,114,2,0,2/48,57.00,53.50,6.39
Maharashtra Cricket Association Stadium,6.0,0,47,2,0,2/47,23.50,18.00,7.83
Mangaung Oval,5.0,0,30,1,0,1/30,30.00,30.00,6.00
Old Trafford,12.0,3,52,2,0,1/13,26.00,36.00,4.33
Optus Stadium,9.0,1,37,0,0,0/37,,,4.11
Riverside Ground,17.0,0,93,6,1,4/43,15.50,17.00,5.47
Seddon Park,6.0,1,26,1,0,1/26,26.00,36.00,4.33
Sharjah Cricket Stadium,10.0,0,45,1,0,1/45,45.00,60.00,4.50
Sheikh Zayed Stadium,15.0,0,68,3,0,3/25,22.67,30.00,4.53
Shere Bangla National Stadium,15.0,2,82,0,0,0/36,,,5.47
Sophia Gardens,23.4,2,106,4,1,4/34,26.50,35.50,4.48
St George's Park,7.0,2,33,0,0,0/33,,,4.71
SuperSport Park,5.0,0,40,0,0,0/40,,,8.00
The Rose Bowl,20.0,1,126,5,0,3/69,25.20,24.00,6.30
The Village,10.0,2,43,1,0,1/17,43.00,60.00,4.30
Trent Bridge,32.0,0,226,6,0,2/56,37.67,32.00,7.06
Overall (25),329.3,16,1891,52,2,4/34,36.37,38.02,5.74
