0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Civil Service Cricket Club,2,2,0,0,0,0,34,37,18.50,58.73,2,0
County Ground (Bristol),1,1,0,0,0,0,40,40,40.00,75.47,3,0
Edgbaston,1,1,0,0,0,0,27,27,27.00,65.85,1,0
Mahinda Rajapaksha International Cricket Stadium,1,0,0,0,0,0,0,0,,,0,0
Pallekele International Cricket Stadium,1,1,0,0,0,0,26,26,26.00,144.44,0,0
Queens Sports Club,1,1,0,0,0,1,0,0,0.00,,0,0
Rangiri Dambulla International Stadium,1,1,1,0,0,0,11*,11,,73.33,0,0
Shere Bangla National Stadium,5,5,0,0,1,1,53,88,17.60,62.86,1,0
Titwood,1,1,0,0,0,0,41,41,41.00,102.50,0,0
Overall (9),14,13,1,0,1,2,53,270,22.50,72.78,7,0
