0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,1,1,0,0,0,0,2,2,2.00,20.00,0,0
AMI Stadium,3,3,0,0,0,2,15,15,5.00,46.88,0,0
Bangabandhu National Stadium,2,2,0,0,2,0,66,128,64.00,85.33,3,0
Bellerive Oval,1,1,0,0,0,0,14,14,14.00,82.35,0,0
Diamond Oval,1,0,0,0,0,0,0,0,,,0,0
Eden Park,8,8,1,0,0,0,31,98,14.00,42.06,2,0
Etihad Stadium,1,1,0,0,0,0,48,48,48.00,55.81,1,0
Gaddafi Stadium,2,2,0,0,1,0,55,60,30.00,66.67,1,0
Iqbal Stadium,1,1,0,0,0,0,32,32,32.00,58.18,0,0
Kingsmead,1,1,1,0,0,0,32*,32,,139.13,0,0
McLean Park,4,3,0,0,1,1,78,103,34.33,62.05,0,0
Newlands,1,1,0,0,1,0,73,73,73.00,93.59,1,0
Owen Delany Park,1,1,0,0,0,0,1,1,1.00,9.09,1,0
Queenstown Events Centre,2,1,1,0,0,0,32*,32,,50.79,1,0
R Premadasa Stadium,4,4,0,0,0,1,36,58,14.50,46.03,2,0
Rawalpindi Cricket Stadium,2,2,0,0,0,0,36,43,21.50,55.84,0,0
Seddon Park,1,1,0,0,0,0,3,3,3.00,75.00,0,0
Sharjah Cricket Stadium,8,8,1,2,1,2,118*,348,49.71,73.11,2,0
Sinhalese Sports Club Ground,4,4,0,0,1,0,70,92,23.00,49.46,2,0
St George's Park,1,0,0,0,0,0,0,0,,,0,0
Sydney Cricket Ground,1,1,0,0,0,0,17,17,17.00,56.67,0,0
Westpac Stadium,4,4,0,0,1,2,85,105,26.25,60.69,1,0
Overall (22),54,50,4,2,8,8,118*,1304,28.35,62.51,17,0
