0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,37.0,3,150,1,0,1/38,150.00,222.00,4.05
Arbab Niaz Stadium,15.0,1,82,1,0,1/60,82.00,90.00,5.47
Arun Jaitley Stadium,8.3,0,48,1,0,1/48,48.00,51.00,5.65
Asgiriya Stadium,4.0,0,17,1,0,1/17,17.00,24.00,4.25
Barabati Stadium,6.5,1,24,3,0,3/24,8.00,13.67,3.51
Bellerive Oval,9.3,0,47,1,0,1/47,47.00,57.00,4.95
Brisbane Cricket Ground,19.0,1,78,1,0,1/39,78.00,114.00,4.11
Carisbrook,20.0,0,82,3,0,3/30,27.33,40.00,4.10
County Ground (Bristol),12.0,0,60,1,0,1/60,60.00,72.00,5.00
County Ground (Derby),11.0,4,18,2,0,2/18,9.00,33.00,1.64
Eden Gardens,12.0,0,45,1,0,1/34,45.00,72.00,3.75
Eden Park,20.0,1,95,3,0,2/50,31.67,40.00,4.75
Gaddafi Stadium,6.3,0,50,2,0,2/50,25.00,19.50,7.69
Green Park,11.0,1,55,3,0,2/16,18.33,22.00,5.00
Headingley,17.0,2,65,2,0,2/42,32.50,51.00,3.82
Jinnah Stadium (Gujwranwala),8.0,0,51,3,0,3/51,17.00,16.00,6.38
M Chinnaswamy Stadium,7.0,0,38,0,0,0/38,,,5.43
McLean Park,15.1,1,44,2,0,2/27,22.00,45.50,2.90
Melbourne Cricket Ground,45.4,6,193,12,1,4/37,16.08,22.83,4.23
Moin-ul-Haq Stadium,7.0,0,12,1,0,1/12,12.00,42.00,1.71
Moti Bagh Stadium,10.0,0,34,0,0,0/34,,,3.40
Nehru Stadium (Guwahati),14.0,2,50,3,0,2/24,16.67,28.00,3.57
Nehru Stadium (Margao),6.3,3,17,2,0,2/17,8.50,19.50,2.62
Nehru Stadium (Pune),9.0,1,43,0,0,0/43,,,4.78
Niaz Stadium,18.0,0,109,3,0,2/64,36.33,36.00,6.06
P Sara Oval,38.0,2,193,5,0,2/38,38.60,45.60,5.08
Sharjah Cricket Stadium,81.1,5,377,8,1,5/32,47.13,60.88,4.64
Sinhalese Sports Club Ground,15.0,0,58,2,0,2/35,29.00,45.00,3.87
St Helen's,12.0,0,65,1,0,1/65,65.00,72.00,5.42
Sydney Cricket Ground,27.0,0,127,1,0,1/37,127.00,162.00,4.70
Tasmania Cricket Association Ground,7.0,0,31,1,0,1/31,31.00,42.00,4.43
The Cooper Associates County Ground,12.0,0,66,2,0,2/66,33.00,36.00,5.50
Vidarbha Cricket Association Ground,10.0,0,36,2,0,2/36,18.00,30.00,3.60
WACA Ground,34.0,0,189,1,0,1/58,189.00,204.00,5.56
Wankhede Stadium,10.0,1,63,0,0,0/63,,,6.30
Overall (35),595.5,35,2712,75,2,5/32,36.16,47.67,4.55
