0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
Second,14.0,1,52,2,0,1/24,26.00,42.00,3.71
Overall,14.0,1,52,2,0,1/24,26.00,42.00,3.71
