0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Afghanistan,16.1,1,96,2,0,2/28,48.00,48.50,5.94
Bangladesh,9.0,0,35,0,0,0/35,,,3.89
Bermuda,54.0,6,225,8,1,4/45,28.13,40.50,4.17
England,7.5,0,41,0,0,0/41,,,5.23
Ireland,37.1,6,136,5,0,3/28,27.20,44.60,3.66
Kenya,56.0,9,211,7,0,3/19,30.14,48.00,3.77
Netherlands,31.0,3,122,3,0,2/25,40.67,62.00,3.94
New Zealand,5.3,1,25,0,0,0/25,,,4.55
Scotland,40.0,5,162,7,0,3/31,23.14,34.29,4.05
West Indies,10.0,0,61,1,0,1/61,61.00,60.00,6.10
Zimbabwe,5.0,0,35,0,0,0/35,,,7.00
Overall (11),271.4,31,1149,33,1,4/45,34.82,49.39,4.23
