0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Afghanistan,10.0,3,31,3,0,3/31,10.33,20.00,3.10
Australia,136.0,0,785,16,0,2/51,49.06,51.00,5.77
Bangladesh,70.0,5,308,8,0,3/51,38.50,52.50,4.40
England,191.2,3,980,35,0,3/28,28.00,32.80,5.12
Ireland,10.0,1,38,2,0,2/38,19.00,30.00,3.80
New Zealand,91.0,3,468,12,0,3/24,39.00,45.50,5.14
Pakistan,75.4,4,376,10,0,3/44,37.60,45.40,4.97
South Africa,61.4,0,314,6,0,3/41,52.33,61.67,5.09
Sri Lanka,187.0,8,869,32,0,3/32,27.16,35.06,4.65
United Arab Emirates,10.0,1,25,4,1,4/25,6.25,15.00,2.50
West Indies,150.5,7,668,21,0,3/28,31.81,43.10,4.43
Zimbabwe,10.0,0,75,1,0,1/75,75.00,60.00,7.50
Overall (12),1003.3,35,4937,150,1,4/25,32.91,40.14,4.92
