0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Arun Jaitley Stadium,1,1,0,0,0,0,2,2,2.00,25.00,0,0
Cambusdoon New Ground,1,1,0,0,0,0,13,13,13.00,68.42,0,0
Castle Avenue,3,3,0,0,0,1,41,58,19.33,68.24,0,0
Darren Sammy National Cricket Stadium,2,2,0,0,0,0,4,5,2.50,22.73,0,0
Diamond Oval,3,3,0,0,0,0,12,20,6.67,55.56,2,0
Eden Gardens,1,1,0,0,0,1,0,0,0.00,,1,0
Gymkhana Club Ground,20,20,0,0,1,6,93,360,18.00,61.75,12,1
Harare Sports Club,8,8,0,0,1,0,56,233,29.13,84.12,2,1
Jaffrey Sports Club Ground,2,2,1,0,1,0,74*,77,77.00,113.24,1,0
Khan Shaheb Osman Ali Stadium,2,2,0,0,0,0,13,19,9.50,38.78,3,0
Kingsmead,2,2,0,0,0,1,3,3,1.50,12.50,4,0
M Chinnaswamy Stadium,1,1,0,0,0,0,12,12,12.00,75.00,1,0
Mangaung Oval,2,2,0,0,0,1,35,35,17.50,50.72,0,0
Maple Leaf North - West Ground,2,1,0,0,0,0,2,2,2.00,25.00,0,0
Mombasa Sports Ground,8,8,0,0,1,0,73,219,27.38,72.28,5,0
Newlands,2,2,1,0,0,0,10,14,14.00,28.00,2,0
Queens Sports Club,1,1,1,0,0,0,8*,8,,44.44,1,0
R Premadasa Stadium,2,2,0,0,1,0,51,53,26.50,46.90,1,3
Ruaraka Sports Club Ground,1,1,0,0,0,0,34,34,34.00,97.14,0,0
Shaheed Chandu Stadium,1,1,0,0,0,0,14,14,14.00,37.84,0,0
Sharjah Cricket Stadium,3,3,0,0,1,0,57,73,24.33,68.22,1,0
Sheikh Abu Naser Stadium,1,1,0,0,0,0,30,30,30.00,44.12,0,0
Simba Union Ground,1,1,0,0,0,0,7,7,7.00,25.00,0,0
Sinhalese Sports Club Ground,1,1,0,0,0,0,3,3,3.00,33.33,1,0
Sportpark Westvliet,1,1,0,0,0,0,18,18,18.00,85.71,0,0
St George's Park,1,1,0,0,0,0,26,26,26.00,96.30,2,0
Willowmoore Park,1,1,0,0,0,0,17,17,17.00,32.08,1,0
Overall (27),74,73,3,0,6,10,93,1355,19.36,63.47,40,5
