0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Antigua Recreation Ground,6.0,0,51,0,0,0/51,,,8.50
Arun Jaitley Stadium,10.0,2,26,4,1,4/26,6.50,15.00,2.60
"Cricket, Skating & Curling Club",26.0,5,113,5,0,3/46,22.60,31.20,4.35
Darren Sammy National Cricket Stadium,9.2,0,76,0,0,0/31,,,8.14
Gymkhana Club Ground,9.0,0,67,2,0,1/33,33.50,27.00,7.44
ICC Global Cricket Academy,18.0,0,85,3,0,2/34,28.33,36.00,4.72
Jaffrey Sports Club Ground,17.0,1,86,6,1,4/33,14.33,17.00,5.06
M Chinnaswamy Stadium,9.5,0,53,1,0,1/53,53.00,59.00,5.39
Mahinda Rajapaksha International Cricket Stadium,2.1,0,10,0,0,0/10,,,4.62
Mannofield Park,11.0,1,60,1,0,1/47,60.00,66.00,5.45
Maple Leaf North - West Ground,30.0,2,115,4,0,2/36,28.75,45.00,3.83
Mombasa Sports Ground,22.0,0,106,3,0,1/16,35.33,44.00,4.82
Queen's Park Oval,14.0,3,58,2,0,1/19,29.00,42.00,4.14
R Premadasa Stadium,7.0,1,25,1,0,1/25,25.00,42.00,3.57
Ruaraka Sports Club Ground,20.0,0,125,2,0,2/64,62.50,60.00,6.25
Sabina Park,5.0,0,26,0,0,0/26,,,5.20
Senwes Park,16.0,2,100,2,0,2/34,50.00,48.00,6.25
SuperSport Park,6.0,1,20,0,0,0/20,,,3.33
VRA Ground,9.0,1,41,1,0,1/41,41.00,54.00,4.56
Wankhede Stadium,7.0,0,52,0,0,0/52,,,7.43
Willowmoore Park,27.4,6,94,8,0,3/22,11.75,20.75,3.40
Overall (21),282.0,25,1389,45,2,4/26,30.87,37.60,4.93
