0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Afghanistan,4,4,0,0,1,1,65,77,19.25,65.81,1,0
Bangladesh,2,2,0,0,1,0,67,95,47.50,81.20,0,0
Bermuda,3,3,0,0,1,0,55,73,24.33,72.28,1,0
Canada,5,5,2,0,3,1,84*,241,80.33,70.67,0,0
India,1,1,0,0,0,0,28,28,28.00,66.67,0,0
Ireland,9,9,1,0,1,0,56*,178,22.25,64.49,2,0
Kenya,8,8,0,0,1,0,57,195,24.38,62.70,2,0
Scotland,5,4,0,0,1,0,53,85,21.25,79.44,0,0
South Africa,2,2,0,0,1,0,98,110,55.00,74.83,0,0
Sri Lanka,1,1,0,0,0,0,10,10,10.00,45.45,0,0
West Indies,1,1,0,0,0,0,10,10,10.00,29.41,0,0
Overall (11),41,40,3,0,10,2,98,1102,29.78,68.24,6,0
