0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Bangladesh,1,1,0,0,0,0,28,28,28.00,44.44,0,0
Canada,2,2,0,0,1,1,51,51,25.50,76.12,0,0
India,2,2,0,0,0,0,28,29,14.50,63.04,0,0
Ireland,7,6,0,0,1,0,53,123,20.50,56.16,2,0
Kenya,3,3,1,0,1,0,56*,97,48.50,80.83,0,0
Netherlands,17,17,1,0,4,1,98,476,29.75,69.90,2,0
New Zealand,2,2,1,0,2,0,75*,132,132.00,62.86,1,0
Scotland,1,1,0,0,1,0,67,67,67.00,124.07,0,0
South Africa,4,4,0,0,0,0,31,75,18.75,66.37,1,0
West Indies,2,2,0,0,0,0,12,24,12.00,57.14,0,0
,,,,,,,,,,,,
