0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Afghanistan,1,1,0,0,0,0,15,15,15.00,75.00,0,0
Bangladesh,1,1,0,0,1,0,89,89,89.00,123.61,0,0
England,1,1,0,0,0,0,23,23,23.00,79.31,1,0
India,9,9,0,2,3,0,104,539,59.89,86.24,5,0
Ireland,1,1,1,0,1,0,82*,82,,106.49,0,0
New Zealand,3,3,0,0,2,0,88,182,60.67,85.05,3,0
Pakistan,9,9,0,0,3,1,98,346,38.44,78.64,2,0
South Africa,4,3,0,0,1,0,59,79,26.33,85.87,0,0
Sri Lanka,4,4,0,0,0,1,10,19,4.75,48.72,1,0
West Indies,7,7,1,0,1,0,98,180,30.00,75.00,1,0
Overall (10),40,39,2,2,12,2,104,1554,42.00,84.09,13,0
