0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,28.4,0,124,5,0,3/56,24.80,34.40,4.33
AMI Stadium,127.0,12,492,13,0,3/39,37.85,58.62,3.87
Arnos Vale Ground,8.0,2,31,0,0,0/31,,,3.88
Basin Reserve,132.0,20,430,12,0,3/17,35.83,66.00,3.26
Bellerive Oval,18.0,6,35,2,0,2/12,17.50,54.00,1.94
Bourda,10.0,1,18,2,0,2/18,9.00,30.00,1.80
Brabourne Stadium,9.0,1,27,0,0,0/27,,,3.00
Brisbane Cricket Ground,8.0,0,42,0,0,0/42,,,5.25
Bulawayo Athletic Club,6.0,0,33,0,0,0/33,,,5.50
Carisbrook,70.0,3,244,8,0,2/24,30.50,52.50,3.49
County Ground (Chelmsford),10.0,0,19,3,0,3/19,6.33,20.00,1.90
County Ground (Derby),10.0,0,35,0,0,0/35,,,3.50
County Ground (Southampton),7.0,1,29,0,0,0/29,,,4.14
Eden Park,211.4,10,826,25,1,4/24,33.04,50.80,3.90
Edgbaston,19.0,1,90,1,0,1/47,90.00,114.00,4.74
Gandhi Sports Complex Ground,10.0,3,23,0,0,0/23,,,2.30
Harare Sports Club,27.0,0,119,2,0,1/32,59.50,81.00,4.41
Headingley,10.0,0,27,1,0,1/27,27.00,60.00,2.70
Iqbal Stadium,8.0,1,41,1,0,1/41,41.00,48.00,5.13
Keenan Stadium,10.0,0,40,2,0,2/40,20.00,30.00,4.00
Lal Bahadur Shastri Stadium,9.3,1,43,3,0,3/43,14.33,19.00,4.53
M Chinnaswamy Stadium,8.0,2,26,1,0,1/26,26.00,48.00,3.25
McLean Park,69.0,9,249,11,0,3/16,22.64,37.64,3.61
Melbourne Cricket Ground,30.0,3,112,0,0,,,,3.73
Nehru Stadium (Pune),8.5,0,42,0,0,0/42,,,4.75
Old Trafford,10.0,0,40,0,0,0/40,,,4.00
Owen Delany Park,10.0,0,46,1,0,1/46,46.00,60.00,4.60
Punjab Cricket Association IS Bindra Stadium,10.0,0,46,2,0,2/46,23.00,30.00,4.60
Queen's Park Oval,18.4,4,68,5,0,3/26,13.60,22.40,3.64
Queens Sports Club,10.0,0,42,2,0,2/42,21.00,30.00,4.20
Sabina Park,10.0,3,29,2,0,2/29,14.50,30.00,2.90
Sardar Patel Stadium,10.0,1,33,2,0,2/33,16.50,30.00,3.30
Seddon Park,26.0,1,91,2,0,2/20,45.50,78.00,3.50
Sharjah Cricket Stadium,38.0,2,169,2,0,1/22,84.50,114.00,4.45
Sophia Gardens,10.0,2,26,0,0,0/26,,,2.60
Sydney Cricket Ground,17.0,1,79,0,0,0/36,,,4.65
Trent Bridge,10.0,0,40,1,0,1/40,40.00,60.00,4.00
Vidarbha Cricket Association Ground,9.0,0,58,2,0,2/58,29.00,27.00,6.44
WACA Ground,8.0,0,36,0,0,0/36,,,4.50
Overall (39),1061.2,90,4000,113,1,4/24,35.40,56.35,3.77
