0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Afghanistan,6,5,1,0,0,0,40,135,33.75,55.56,6,0
Australia,1,1,0,0,0,0,4,4,4.00,30.77,1,0
Bangladesh,5,5,0,0,0,1,26,58,11.60,45.31,0,0
Bermuda,8,8,1,0,3,1,57*,287,41.00,84.16,7,0
Canada,11,10,1,0,1,1,58,260,28.89,65.82,8,2
England,1,1,0,0,0,0,13,13,13.00,28.89,0,0
India,1,1,0,0,0,0,49,49,49.00,52.69,0,0
Ireland,8,7,0,0,1,1,61,149,21.29,60.57,6,4
Netherlands,8,8,2,0,0,1,47,99,16.50,59.64,8,2
New Zealand,2,2,0,0,0,0,4,5,2.50,18.52,0,0
Pakistan,2,2,0,0,0,0,23,39,19.50,39.00,0,1
Scotland,9,9,0,0,1,0,57,140,15.56,53.64,4,1
South Africa,2,2,0,0,0,0,18,27,13.50,48.21,1,0
Sri Lanka,1,1,0,0,0,0,1,1,1.00,14.29,1,0
Zimbabwe,15,15,0,0,1,1,58,235,15.67,57.74,6,0
Overall (15),80,77,5,0,7,6,61,1501,20.85,59.38,48,10
