0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Afghanistan,101.2,1,592,15,0,2/39,39.47,40.53,5.84
Australia,5.0,0,55,0,0,0/55,,,11.00
Bangladesh,13.0,0,88,3,0,3/33,29.33,26.00,6.77
England,18.0,0,113,5,0,3/44,22.60,21.60,6.28
New Zealand,18.0,0,143,3,0,2/69,47.67,36.00,7.94
Pakistan,7.0,0,70,1,0,1/70,70.00,42.00,10.00
Scotland,9.0,0,78,2,0,2/78,39.00,27.00,8.67
South Africa,10.0,0,86,0,0,0/86,,,8.60
United Arab Emirates,25.0,1,131,5,0,2/48,26.20,30.00,5.24
Overall (9),206.2,2,1356,34,0,3/33,39.88,36.41,6.57
