0,1,2,3,4,5,6,7,8,9,10,11
Position,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
11,16,6,0,0,7,14,35,3.50,62.50,1,0
Overall,16,6,0,0,7,14,35,3.50,62.50,5,0
