0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
AMI Stadium,10.0,0,32,3,0,3/32,10.67,20.00,3.20
Arun Jaitley Stadium,4.0,0,31,0,0,0/31,,,7.75
Basin Reserve,9.0,0,40,1,0,1/40,40.00,54.00,4.44
Eden Park,10.0,0,29,3,0,3/29,9.67,20.00,2.90
Gaddafi Stadium,7.0,0,41,0,0,0/41,,,5.86
Green Park,7.3,0,34,0,0,0/34,,,4.53
Ibn-e-Qasim Bagh Stadium,5.0,0,24,0,0,0/24,,,4.80
McLean Park,10.0,1,38,0,0,0/38,,,3.80
Melbourne Cricket Ground,5.0,0,38,0,0,0/38,,,7.60
P Sara Oval,7.0,0,24,0,0,0/24,,,3.43
Sardar Patel Stadium,5.0,0,28,0,0,0/28,,,5.60
Sharjah Cricket Stadium,20.0,0,71,1,0,1/30,71.00,120.00,3.55
Overall (12),99.3,1,430,8,0,3/29,53.75,74.63,4.32
