0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Dubai International Cricket Stadium,31.3,1,148,7,1,4/49,21.14,27.00,4.70
National Stadium (Karachi),18.0,2,92,6,1,5/51,15.33,18.00,5.11
Newlands,7.0,0,43,1,0,1/43,43.00,42.00,6.14
Queens Sports Club,24.0,2,99,9,1,4/36,11.00,16.00,4.13
Sharjah Cricket Stadium,13.3,0,72,6,1,5/34,12.00,13.50,5.33
Sheikh Zayed Stadium,19.0,3,95,1,0,1/37,95.00,114.00,5.00
St George's Park,8.0,0,49,0,0,0/49,,,6.13
Wanderers Stadium,7.0,0,35,4,1,4/35,8.75,10.50,5.00
Overall (8),128.0,8,633,34,5,5/34,18.62,22.59,4.95
