0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Bangabandhu National Stadium,10.0,1,37,1,0,1/37,37.00,60.00,3.70
Green Park,3.0,0,17,0,0,0/17,,,5.67
MA Aziz Stadium,9.0,0,43,3,0,3/43,14.33,18.00,4.78
Madhavrao Scindia Cricket Ground,9.0,0,50,2,0,2/50,25.00,27.00,5.56
Sardar Patel Stadium,8.0,0,47,3,0,3/47,15.67,16.00,5.88
Sharjah Cricket Stadium,9.0,0,44,0,0,0/9,,,4.89
Vidarbha Cricket Association Ground,6.0,0,36,0,0,0/36,,,6.00
Overall (7),54.0,1,274,9,0,3/43,30.44,36.00,5.07
