0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,1,1,0,0,0,0,40,40,40.00,76.92,0,0
Manuka Oval,1,1,0,0,0,0,28,28,28.00,112.00,1,0
Melbourne Cricket Ground,2,2,0,0,0,0,29,54,27.00,93.10,0,0
,,,,,,,,,,,,
