0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Edgbaston,6.0,0,33,1,0,1/33,33.00,36.00,5.50
Hagley Oval,5.0,0,35,0,0,0/10,,,7.00
Kennington Oval,2.0,0,13,0,0,,,,6.50
Manuka Oval,3.0,0,13,0,0,0/13,,,4.33
McLean Park,1.0,0,8,0,0,0/8,,,8.00
R Premadasa Stadium,16.0,0,89,4,0,3/56,22.25,24.00,5.56
Seddon Park,4.0,0,19,0,0,0/19,,,4.75
Sheikh Zayed Stadium,5.0,0,19,1,0,1/19,19.00,30.00,3.80
The Village,2.0,0,15,0,0,,,,7.50
Trent Bridge,8.0,0,58,3,0,3/58,19.33,16.00,7.25
Zahur Ahmed Chowdhury Stadium,2.0,0,16,0,0,,,,8.00
Overall (11),54.0,0,318,9,0,3/56,35.33,36.00,5.89
