0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Afghanistan,8.0,1,25,2,0,2/25,12.50,24.00,3.13
Bangladesh,10.0,0,40,1,0,1/40,40.00,60.00,4.00
England,60.0,2,303,10,0,3/39,30.30,36.00,5.05
India,25.0,1,107,2,0,1/41,53.50,75.00,4.28
New Zealand,93.0,5,461,22,1,6/52,20.95,25.36,4.96
Pakistan,48.5,3,227,11,1,4/35,20.64,26.64,4.65
South Africa,85.5,9,392,17,1,5/31,23.06,30.29,4.57
Sri Lanka,20.0,0,107,1,0,1/51,107.00,120.00,5.35
West Indies,31.4,4,149,6,1,5/50,24.83,31.67,4.71
Overall (9),382.2,25,1811,72,4,6/52,25.15,31.86,4.74
