0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Albion Sports Complex,9.0,0,65,2,0,2/65,32.50,27.00,7.22
AMI Stadium,4.3,1,22,0,0,0/22,,,3.77
Arun Jaitley Stadium,25.0,1,117,2,0,2/51,58.50,75.00,4.68
Ayub National Stadium,5.0,1,20,0,0,0/20,,,4.00
Barabati Stadium,8.0,0,56,2,0,2/56,28.00,24.00,7.00
County Ground (Chelmsford),8.2,3,20,4,1,4/20,5.00,12.50,2.40
Eden Gardens,5.0,0,33,0,0,0/33,,,6.60
Eden Park,7.0,0,37,0,0,0/37,,,3.96
Gaddafi Stadium,7.0,0,35,0,0,0/35,,,5.00
Gandhi Sports Complex Ground,8.0,2,24,1,0,1/24,24.00,48.00,3.00
Gandhi Stadium,7.0,0,33,2,0,2/33,16.50,21.00,4.71
Grace Road,10.4,0,27,3,0,3/27,9.00,21.33,2.53
Green Park,8.0,1,36,0,0,0/36,,,4.50
Headingley,27.4,6,79,5,0,3/15,15.80,33.20,2.86
Jawaharlal Nehru Stadium (Delhi),7.0,2,23,2,0,2/23,11.50,21.00,3.29
Jinnah Stadium (Gujwranwala),8.0,0,39,2,0,2/39,19.50,24.00,4.88
Keenan Stadium,9.0,0,47,1,0,1/47,47.00,54.00,5.22
Kennington Oval,33.0,0,120,4,0,2/50,30.00,49.50,3.64
Lal Bahadur Shastri Stadium,23.0,2,104,1,0,1/60,104.00,138.00,4.52
Lord's,24.0,3,95,4,0,3/31,23.75,36.00,3.96
M Chinnaswamy Stadium,10.0,0,41,2,0,2/41,20.50,30.00,4.10
Madhavrao Scindia Cricket Ground,8.0,0,50,0,0,0/50,,,6.25
Melbourne Cricket Ground,20.0,3,60,1,0,1/27,60.00,120.00,3.00
Moti Bagh Stadium,9.0,0,39,2,0,2/39,19.50,27.00,4.33
Nehru Stadium (Guwahati),9.0,1,25,1,0,1/25,25.00,54.00,2.78
Nehru Stadium (Indore),25.0,1,92,0,0,0/19,,,3.68
Nevill Ground,11.0,2,42,3,0,3/42,14.00,22.00,3.82
Old Trafford,28.5,2,111,2,0,1/34,55.50,86.50,3.85
Queen's Park (Old),7.0,1,37,0,0,0/37,,,5.29
Queen's Park Oval,7.0,0,34,0,0,0/34,,,4.86
Sardar Patel Stadium,8.2,0,38,1,0,1/3,38.00,50.00,4.56
Sardar Vallabhai Patel Stadium,10.0,2,30,1,0,1/30,30.00,60.00,3.00
Sawai Mansingh Stadium,10.0,1,27,3,0,3/27,9.00,20.00,2.70
Sharjah Cricket Stadium,76.0,8,252,13,0,3/11,19.38,35.08,3.32
Sher-I-Kashmir Stadium,6.4,0,51,0,0,0/51,,,7.65
Sydney Cricket Ground,14.4,1,56,6,1,4/37,9.33,14.67,3.82
Trent Bridge,12.0,0,69,2,0,2/69,34.50,36.00,5.75
Wankhede Stadium,7.0,0,51,1,0,1/51,51.00,42.00,7.29
Overall (38),523.4,44,2137,73,2,4/20,29.27,43.34,4.05
