0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Bangladesh,51.2,11,166,11,0,3/20,15.09,28.00,3.23
England,116.1,11,580,10,0,3/20,58.00,69.70,4.99
India,113.0,6,497,19,1,4/26,26.16,35.68,4.40
Kenya,10.0,2,40,3,0,3/40,13.33,20.00,4.00
Netherlands,3.0,0,7,2,0,2/7,3.50,9.00,2.33
New Zealand,71.4,5,289,9,0,2/41,32.11,47.78,4.03
Pakistan,119.0,10,478,21,2,5/22,22.76,34.00,4.02
South Africa,172.2,13,779,29,1,4/43,26.86,35.66,4.52
Sri Lanka,60.0,7,224,9,0,3/26,24.89,40.00,3.73
United States,6.0,1,15,4,1,4/15,3.75,9.00,2.50
West Indies,79.5,5,335,13,0,3/62,25.77,36.85,4.20
Zimbabwe,55.0,9,201,12,1,5/32,16.75,27.50,3.65
Overall (12),857.2,80,3611,142,6,5/22,25.43,36.23,4.21
