0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Sri Lanka,7.0,0,45,0,0,0/45,,,6.43
Overall (1),7.0,0,45,0,0,0/45,,,6.43
