0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,98.0,4,465,13,1,4/31,35.77,45.23,4.74
Second,67.3,1,393,8,0,2/39,49.13,50.63,5.82
Overall,165.3,5,858,21,1,4/31,40.86,47.29,5.18
