0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Buffalo Park,8.0,0,46,1,0,1/46,46.00,48.00,5.75
Edgbaston,4.0,0,35,0,0,0/35,,,8.75
Etihad Stadium,6.0,0,45,0,0,0/45,,,7.50
Galle International Stadium,5.0,0,47,1,0,1/47,47.00,30.00,9.40
Kingsmead,38.0,0,196,6,0,2/38,32.67,38.00,5.16
Nehru Stadium (Kochi),6.0,0,35,1,0,1/35,35.00,36.00,5.83
Newlands,30.3,1,152,4,0,2/39,38.00,45.75,4.98
R Premadasa Stadium,7.0,0,45,0,0,0/45,,,6.43
Sharjah Cricket Stadium,39.0,4,139,6,1,4/31,23.17,39.00,3.56
Sinhalese Sports Club Ground,2.0,0,26,0,0,0/26,,,13.00
Wanderers Stadium,20.0,0,92,2,0,2/37,46.00,60.00,4.60
Overall (11),165.3,5,858,21,1,4/31,40.86,47.29,5.18
