0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Afghanistan,1.0,0,10,0,0,0/10,,,10.00
Australia,31.0,0,165,2,0,2/44,82.50,93.00,5.32
Bangladesh,15.0,2,84,4,0,2/8,21.00,22.50,5.60
England,32.2,2,194,12,1,4/31,16.17,16.17,6.00
India,22.1,0,149,2,0,1/20,74.50,66.50,6.72
Ireland,5.0,1,22,1,0,1/22,22.00,30.00,4.40
Pakistan,30.3,1,166,8,0,3/26,20.75,22.88,5.44
Scotland,9.0,1,25,3,0,3/14,8.33,18.00,2.78
South Africa,31.0,0,144,3,0,2/41,48.00,62.00,4.65
Sri Lanka,20.0,0,108,2,0,2/42,54.00,60.00,5.40
West Indies,6.0,0,42,0,0,,,,7.00
Zimbabwe,14.0,0,70,2,0,2/27,35.00,42.00,5.00
Overall (12),217.0,7,1179,39,1,4/31,30.23,33.38,5.43
