0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
AMI Stadium,3,2,0,1,0,0,104,134,67.00,91.78,4,0
Basin Reserve,1,1,0,0,0,1,0,0,0.00,,1,0
Carisbrook,2,1,0,0,0,0,7,7,7.00,33.33,2,0
Eden Park,1,1,1,0,0,0,46*,46,,82.14,0,1
Edgbaston,1,1,0,0,0,0,10,10,10.00,142.86,0,1
Kennington Oval,1,1,0,0,0,0,11,11,11.00,52.38,0,0
Old Trafford,2,1,0,0,0,0,22,22,22.00,57.89,5,0
St Helen's,1,1,0,0,0,0,3,3,3.00,15.79,0,0
Trent Bridge,1,1,0,0,0,0,25,25,25.00,104.17,1,0
Overall (9),13,10,1,1,0,1,104,258,28.67,77.25,13,2
