0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,2,2,1,0,0,0,11*,14,14.00,51.85,4,0
Arbab Niaz Stadium,1,0,0,0,0,0,0,0,,,1,0
Ayub National Stadium,1,1,0,0,0,0,6,6,6.00,85.71,1,1
Brisbane Cricket Ground,1,1,0,0,0,0,3,3,3.00,13.64,2,0
Gaddafi Stadium,2,0,0,0,0,0,0,0,,,2,0
Jinnah Stadium (Sialkot),2,0,0,0,0,0,0,0,,,0,0
Melbourne Cricket Ground,2,2,2,0,0,0,15*,16,,76.19,1,0
Sharjah Cricket Stadium,2,2,1,0,0,1,19*,19,19.00,57.58,3,0
Sydney Cricket Ground,2,1,1,0,0,0,11*,11,,44.00,2,2
WACA Ground,1,0,0,0,0,0,0,0,,,1,0
Overall (10),16,9,5,0,0,1,19*,69,17.25,51.11,17,3
