0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,26.5,0,128,4,0,2/37,32.00,40.25,4.77
Bellerive Oval,13.0,0,74,1,0,1/59,74.00,78.00,5.69
Brisbane Cricket Ground,27.0,1,169,8,1,4/32,21.13,20.25,6.26
Dubai International Cricket Stadium,7.0,0,27,1,0,1/27,27.00,42.00,3.86
Eden Park,16.0,0,96,3,0,2/67,32.00,32.00,6.00
Edgbaston,14.0,0,58,2,0,2/48,29.00,42.00,4.14
Grange Cricket Club,6.0,0,32,2,0,2/32,16.00,18.00,5.33
Harare Sports Club,29.4,0,160,2,0,1/19,80.00,89.00,5.39
Kennington Oval,9.0,0,60,1,0,1/60,60.00,54.00,6.67
Kensington Oval,10.0,0,56,2,0,2/56,28.00,30.00,5.60
M Chinnaswamy Stadium,10.0,0,75,1,0,1/75,75.00,60.00,7.50
MA Chidambaram Stadium,10.0,1,67,1,0,1/67,67.00,60.00,6.70
Maharashtra Cricket Association Stadium,8.0,0,47,3,0,3/47,15.67,16.00,5.88
Manuka Oval,23.5,1,165,6,1,4/48,27.50,23.83,6.92
Melbourne Cricket Ground,75.0,1,383,13,0,3/36,29.46,34.62,5.11
Old Trafford,8.0,1,39,1,0,1/39,39.00,48.00,4.88
Pallekele International Cricket Stadium,7.0,0,30,1,0,1/30,30.00,42.00,4.29
Punjab Cricket Association IS Bindra Stadium,10.0,0,65,1,0,1/65,65.00,60.00,6.50
R Premadasa Stadium,19.0,1,83,7,1,4/38,11.86,16.29,4.37
Rangiri Dambulla International Stadium,19.2,0,83,2,0,2/44,41.50,58.00,4.29
Sawai Mansingh Stadium,7.0,0,60,1,0,1/60,60.00,42.00,8.57
Seddon Park,9.0,0,59,3,0,3/59,19.67,18.00,6.56
Sharjah Cricket Stadium,2.0,0,20,0,0,0/20,,,10.00
Sheikh Zayed Stadium,10.0,0,52,2,0,2/52,26.00,30.00,5.20
Sophia Gardens,10.0,1,43,1,0,1/43,43.00,60.00,4.30
Sydney Cricket Ground,62.4,3,358,13,0,3/47,27.54,28.92,5.71
The Rose Bowl,9.0,0,38,3,0,3/38,12.67,18.00,4.22
Vidarbha Cricket Association Stadium,15.2,0,110,1,0,1/73,110.00,92.00,7.17
WACA Ground,48.3,2,262,9,1,4/67,29.11,32.33,5.40
Warner Park,13.0,0,63,1,0,1/31,63.00,78.00,4.85
Overall (30),535.1,12,2962,96,4,4/32,30.85,33.45,5.53
