0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
ACC Asian XI,5,5,0,0,1,0,73,163,32.60,87.63,8,1
Australia,40,37,10,0,5,6,76,676,25.04,79.81,49,5
Bangladesh,9,4,0,0,0,0,12,38,9.50,61.29,19,0
Canada,1,1,0,0,0,0,21,21,21.00,58.33,2,0
England,32,26,6,0,1,1,55,460,23.00,74.92,38,1
India,33,22,5,0,3,1,68,558,32.82,73.91,40,2
Ireland,2,1,1,0,0,0,2*,2,,66.67,5,0
Kenya,9,4,3,0,2,0,57*,139,139.00,149.46,17,1
Netherlands,1,1,1,0,1,0,75*,75,,241.94,0,0
New Zealand,39,28,8,0,3,4,58,709,35.45,89.75,48,1
Pakistan,33,22,3,0,4,1,78,477,25.11,80.03,58,1
Scotland,1,0,0,0,0,0,0,0,,,1,0
Sri Lanka,35,31,5,0,4,2,70,598,23.00,80.81,51,4
West Indies,36,25,7,0,2,1,52,425,23.61,88.54,43,4
Zimbabwe,19,14,8,1,0,0,147*,345,57.50,116.95,24,2
Overall (15),295,221,57,1,26,16,147*,4686,28.57,84.77,403,22
