0,1,2,3,4,5,6,7,8,9,10,11
Innings No,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
First,114,29,1,16,9,147*,2544,29.93,86.83,173,12
Second,107,28,0,10,7,76,2142,27.11,82.45,227,10
Overall,221,57,1,26,16,147*,4686,28.57,84.77,403,22
