0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Aga Khan Sports Club Ground,2,2,0,0,0,1,16,16,8.00,30.19,2,0
Arnos Vale Ground,1,1,0,0,0,1,0,0,0.00,,0,0
Bangabandhu National Stadium,11,10,0,0,2,1,95,279,27.90,,2,0
Castle Avenue,1,1,0,0,0,0,2,2,2.00,40.00,0,0
County Ground (Chelmsford),1,1,0,0,0,1,0,0,0.00,,0,0
County Ground (Northampton),1,1,0,0,0,0,39,39,39.00,65.00,1,0
Gymkhana Club Ground,2,2,0,0,0,0,14,24,12.00,57.14,0,0
Harare Sports Club,1,1,0,0,0,0,2,2,2.00,8.70,0,0
Overall (8),20,19,0,0,2,4,95,362,19.05,,5,0
