0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Boland Park,20.0,3,97,1,0,1/48,97.00,120.00,4.85
Buffalo Park,5.0,0,33,1,0,1/33,33.00,30.00,6.60
Castle Avenue,17.0,1,106,1,0,1/49,106.00,102.00,6.24
Civil Service Cricket Club,10.0,0,23,1,0,1/23,23.00,60.00,2.30
"Cricket, Skating & Curling Club",8.0,0,18,3,0,3/18,6.00,16.00,2.25
Gymkhana Club Ground,12.0,0,69,2,0,2/51,34.50,36.00,5.75
Hazelaarweg,13.0,2,39,1,0,1/18,39.00,78.00,3.00
Jaffrey Sports Club Ground,5.0,0,29,0,0,0/29,,,5.80
Mangaung Oval,7.0,0,46,0,0,0/46,,,6.57
Maple Leaf North - West Ground,2.0,0,12,0,0,0/12,,,6.00
Queens Sports Club,10.0,2,43,2,0,2/43,21.50,30.00,4.30
R Premadasa Stadium,7.0,0,29,0,0,0/29,,,4.14
Ruaraka Sports Club Ground,12.0,0,57,2,0,1/21,28.50,36.00,4.75
Senwes Park,37.0,2,172,9,2,4/23,19.11,24.67,4.65
Sinhalese Sports Club Ground,4.0,0,37,0,0,0/37,,,9.25
VRA Ground,46.4,6,198,10,1,4/44,19.80,28.00,4.24
Overall (16),215.4,16,1008,33,3,4/23,30.55,39.21,4.67
