0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Affies Park,10.0,2,37,4,1,4/37,9.25,15.00,3.70
Amini Park,20.0,1,93,5,0,3/57,18.60,24.00,4.65
Central Broward Regional Park,28.2,4,155,4,0,1/17,38.75,42.50,5.47
Dubai International Cricket Stadium,4.4,0,29,0,0,0/29,,,6.21
Harare Sports Club,19.4,1,99,5,1,4/39,19.80,23.60,5.03
ICC Global Cricket Academy,10.0,0,54,2,0,2/54,27.00,30.00,5.40
Mannofield Park,24.4,1,151,2,0,1/39,75.50,74.00,6.12
Mission Road,19.3,1,96,1,0,1/46,96.00,117.00,4.92
Old Hararians Sports Club,17.2,1,60,5,1,4/24,12.00,20.80,3.46
Sheikh Zayed Stadium,13.0,0,66,2,0,2/20,33.00,39.00,5.08
Tony Ireland Stadium,9.3,0,60,4,1,4/60,15.00,14.25,6.32
Overall (11),176.4,11,900,34,4,4/24,26.47,31.18,5.09
